subject,category,question,label
sociology,hard-off-topic,How do beliefs influence the process of scientific discovery and innovation?,hard-off-topic
sociology,hard-off-topic,"In the context of statistical modeling, how is deviance used to assess the goodness-of-fit for a given model?",hard-off-topic
sociology,hard-off-topic,How does the concept of kinship influence the development of algorithms in artificial intelligence?,hard-off-topic
sociology,hard-off-topic,What mathematical approach can be used to determine the eigenvalues of a complex matrix?,hard-off-topic
sociology,hard-off-topic,How has globalization impacted the evolution of cybersecurity threats in international business transactions?,hard-off-topic
sociology,hard-off-topic,How does socialization impact the learning curve and performance of dogs in agility training?,hard-off-topic
sociology,hard-off-topic,How does soil stratification affect the efficiency of nutrient absorption in different plant species?,hard-off-topic
sociology,hard-off-topic,How does gender influence the pharmacokinetics of certain medications?,hard-off-topic
sociology,hard-off-topic,How might understanding collective behavior enhance the development of algorithms in swarm robotics?,hard-off-topic
sociology,hard-off-topic,What strategies do video game developers use to create engaging race tracks in racing games?,hard-off-topic
sociology,hard-off-topic,How does thermal inefficiency contribute to entropy inequality in thermodynamic systems?,hard-off-topic
sociology,hard-off-topic,How does urbanization impact the biodiversity and ecosystem services in metropolitan wetlands?,hard-off-topic
sociology,hard-off-topic,How does bureaucracy impact the efficiency and success of scientific research projects?,hard-off-topic
sociology,hard-off-topic,How does the social structure of ant colonies influence the division of labor and efficiency in their ecosystem?,hard-off-topic
sociology,hard-off-topic,How can the principles of demography be applied to optimize resource allocation in software deployment across geographically diverse data centers?,hard-off-topic
sociology,hard-off-topic,How does bureaucracy influence the process of scientific research and the dissemination of its findings?,hard-off-topic
sociology,hard-off-topic,What advancements have been made in the engineering of race car aerodynamics to improve speed and safety on the track?,hard-off-topic
sociology,hard-off-topic,How do family structures influence the inheritance patterns of genetic diseases in medical genetics?,hard-off-topic
sociology,hard-off-topic,How does the concept of hegemony play a role in strategic decision-making within international chess tournaments?,hard-off-topic
sociology,hard-off-topic,How do scientific norms influence the peer review process in the field of physics?,hard-off-topic
sociology,hard-off-topic,How might conflict theory be applied to understand the dynamics of resource allocation in an ecological system?,hard-off-topic
sociology,hard-off-topic,How do musical norms influence the composition and interpretation of a symphony?,hard-off-topic
sociology,hard-off-topic,How has capitalism influenced advancements and ethics in medical research?,hard-off-topic
sociology,hard-off-topic,How does the portrayal of society in dystopian literature influence the development of technology in the real world?,hard-off-topic
sociology,hard-off-topic,How can the concept of kinship be applied in the development of artificial intelligence algorithms to understand familial terms in natural language processing?,hard-off-topic
sociology,hard-off-topic,How might the concept of deviance be applied in analyzing variations in celestial mechanics and their potential impact on orbital stability?,hard-off-topic
sociology,hard-off-topic,How has feminism influenced contemporary literature and storytelling techniques?,hard-off-topic
sociology,hard-off-topic,How does the social structure of bee colonies influence their foraging patterns and hive efficiency?,hard-off-topic
sociology,hard-off-topic,How does demography influence the development and implementation of renewable energy technologies in different regions?,hard-off-topic
sociology,hard-off-topic,How does the concept of kinship influence the inheritance practices of ancient royal families in literature?,hard-off-topic
sociology,hard-off-topic,How might Conflict Theory be applied to the dynamics observed in international trade negotiations?,hard-off-topic
